CG Red,#E03C31,231,63,52,4.0,74.0,54.0
Red Salsa,#FD3A4A,255,56,73,355.0,98.0,61.0
Cosmic Cobalt,#2E2D88,51,54,138,241.0,50.0,36.0
Green (HTML/CSS color),#008000,2,126,2,120.0,100.0,25.0
Solid pink,#893843,137,53,67,352.0,42.0,38.0
Deep jungle green,#004B49,2,83,72,178.0,100.0,15.0
Castleton green,#00563F,5,85,67,164.0,100.0,17.0
Wild orchid,#D470A2,215,108,160,330.0,54.0,64.0
Bubbles,#E7FEFF,223,255,249,183.0,100.0,95.0
Ash grey,#B2BEB5,171,195,184,135.0,8.0,72.0
Pale lavender,#DCD0FF,212,207,251,255.0,100.0,91.0
Jasmine,#F8DE7E,249,221,124,47.0,90.0,73.0
Fluorescent pink,#FF1493,251,20,152,328.0,100.0,54.0
Vivid cerulean,#00AAEE,6,170,232,197.0,100.0,47.0
Amaranth,#E52B50,225,47,76,348.0,78.0,53.0
Ocean Green,#48BF91,76,192,144,157.0,48.0,52.0
Carmine (M&P),#D70040,223,4,61,342.0,100.0,42.0
Forest green (web),#228B22,35,142,34,120.0,61.0,34.0
Bisque,#FFE4C4,254,237,199,33.0,100.0,88.0
Feldspar,#FDD5B1,252,212,174,28.0,95.0,84.0
Imperial red,#ED2939,238,44,61,355.0,84.0,55.0
Rose pink,#FF66CC,255,104,200,320.0,100.0,70.0
Forest green (web),#228B22,30,132,27,120.0,61.0,34.0
Neon green,#39FF14,65,252,16,111.0,100.0,54.0
Dandelion,#F0E130,241,228,42,55.0,86.0,56.0
Lawn green,#7CFC00,119,248,7,90.0,100.0,49.0
Robin egg blue,#00CCCC,0,208,204,180.0,100.0,40.0
Fluorescent pink,#FF1493,253,22,147,328.0,100.0,54.0
Yellow (RYB),#FEFE33,254,249,54,60.0,99.0,60.0
Pixie Powder,#391285,61,13,133,260.0,76.0,30.0
Boston University Red,#CC0000,209,1,2,0.0,100.0,40.0
Violet-blue,#324AB2,55,72,179,229.0,56.0,45.0
Pewter Blue,#8BA8B7,143,170,183,200.0,23.0,63.0
Egyptian blue,#1034A6,6,53,161,226.0,82.0,36.0
Illuminating Emerald,#319177,48,141,116,164.0,49.0,38.0
Cardinal,#C41E3A,194,34,54,350.0,73.0,44.0
Carolina blue,#56A0D3,82,157,216,204.0,59.0,58.0
Coral,#FF7F50,252,125,80,16.0,100.0,66.0
Quinacridone magenta,#8E3A59,144,60,85,338.0,42.0,39.0
Salmon pink,#FF91A4,255,148,160,350.0,100.0,78.0
English red,#AB4B52,166,79,80,356.0,39.0,48.0
Sacramento State green,#00563F,3,88,66,164.0,100.0,17.0
Pale red-violet,#DB7093,215,111,143,340.0,60.0,65.0
Yellow (Munsell),#EFCC00,235,208,0,51.0,100.0,47.0
Green (Crayola),#1CAC78,30,174,114,158.0,72.0,39.0
Yellow Sunshine,#FFF700,254,250,7,58.0,100.0,50.0
Charleston green,#232B2B,38,43,46,180.0,10.0,15.0
May green,#4C9141,78,144,62,112.0,38.0,41.0
Steel pink,#CC33CC,196,52,206,300.0,60.0,50.0
Rosy brown,#BC8F8F,185,143,141,0.0,25.0,65.0
Black olive,#3B3C36,59,58,52,70.0,5.0,22.0
Deep coffee,#704241,119,72,67,1.0,27.0,35.0
Forest green (traditional),#014421,0,66,32,149.0,97.0,14.0
Cosmic Cobalt,#2E2D88,50,49,138,241.0,50.0,36.0
Amaranth,#E52B50,225,46,78,348.0,78.0,53.0
Guppie green,#00FF7F,0,255,124,150.0,100.0,50.0
Sky magenta,#CF71AF,211,109,174,320.0,49.0,63.0
Red (pigment),#ED1C24,243,33,31,358.0,85.0,52.0
Polished Pine,#5DA493,97,163,146,166.0,28.0,50.0
Chartreuse (web),#7FFF00,127,255,3,90.0,100.0,50.0
Vivid tangerine,#FFA089,255,160,132,12.0,100.0,77.0
Light slate gray,#778899,118,137,157,210.0,14.0,53.0
Royal azure,#0038A8,3,65,160,220.0,100.0,33.0
French blue,#0072BB,0,122,189,203.0,100.0,37.0
Chocolate (traditional),#7B3F00,121,63,0,31.0,100.0,24.0
Middle Blue Green,#8DD9CC,140,219,203,141.0,50.0,70.0
Neon green,#39FF14,58,255,16,111.0,100.0,54.0
Vivid mulberry,#B80CE3,173,15,224,288.0,90.0,47.0
Bright Yellow (Crayola),#FFAA1D,250,165,30,37.0,100.0,56.0
Dark purple,#301934,54,19,47,291.0,35.0,15.0
Shadow,#8A795D,141,120,94,37.0,19.0,45.0
Old moss green,#867E36,132,126,56,54.0,43.0,37.0
Magenta (Pantone),#D0417E,209,67,125,334.0,60.0,54.0
Violet (RYB),#8601AF,133,5,172,286.0,99.0,35.0
Golden yellow,#FFDF00,255,225,0,52.0,100.0,50.0
Gamboge,#E49B0F,232,157,14,39.0,88.0,48.0
American rose,#FF033E,255,1,62,346.0,100.0,51.0
Azure mist,#F0FFFF,247,252,250,180.0,100.0,97.0
Brunswick green,#1B4D3E,25,85,64,162.0,48.0,20.0
Blue-gray,#6699CC,97,156,207,210.0,50.0,60.0
Electric lime,#CCFF00,199,255,0,72.0,100.0,50.0
Cerise pink,#EC3B83,234,52,129,336.0,82.0,58.0
Lawn green,#7CFC00,122,255,0,90.0,100.0,49.0
Brass,#B5A642,186,168,65,52.0,47.0,48.0
Medium Tuscan red,#79443B,121,71,57,9.0,34.0,35.0
Royal fuchsia,#CA2C92,202,43,144,321.0,64.0,48.0
Palm Leaf,#6F9940,128,142,126,88.0,5.0,53.0
Aquamarine,#7FFFD4,127,253,209,160.0,100.0,75.0
Violet (color wheel),#7F00FF,132,7,255,270.0,100.0,50.0
Burnt sienna,#E97451,230,122,86,14.0,78.0,62.0
Bisque,#FFE4C4,255,232,203,33.0,100.0,88.0
Pastel green,#77DD77,118,223,133,120.0,60.0,67.0
Charcoal,#36454F,62,67,80,204.0,19.0,26.0
Terra cotta,#E2725B,225,118,92,10.0,70.0,62.0
Illuminating Emerald,#319177,45,137,120,164.0,49.0,38.0
Twilight lavender,#8A496B,142,72,106,329.0,31.0,41.0
Dollar bill,#85BB65,132,189,99,98.0,39.0,56.0
Brilliant lavender,#F4BBFF,248,184,252,290.0,100.0,87.0
Sepia,#704214,114,68,21,30.0,70.0,26.0
Middle Red Purple,#A55353,5,81,83,165.0,100.0,16.0
Venetian red,#C80815,201,7,29,356.0,92.0,41.0
Rose gold,#B76E79,184,109,123,351.0,34.0,57.0
Apricot,#FBCEB1,253,206,179,24.0,90.0,84.0
Jasmine,#F8DE7E,249,222,130,47.0,90.0,73.0
Tiger's eye,#E08D3C,226,140,53,30.0,73.0,56.0
Maroon (X11),#B03060,182,46,102,338.0,57.0,44.0
Tango pink,#E4717A,230,113,126,355.0,68.0,67.0
Violet (RYB),#8601AF,131,0,173,286.0,99.0,35.0
Eerie black,#1B1B1B,33,24,25,0.0,0.0,11.0
Jet,#343434,56,48,51,0.0,0.0,20.0
Brunswick green,#1B4D3E,25,75,64,162.0,48.0,20.0
Red (NCS),#C40233,190,4,51,345.0,98.0,39.0
Azure,#007FFF,0,123,253,210.0,100.0,50.0
Rajah,#FBAB60,254,171,97,29.0,95.0,68.0
Light cobalt blue,#88ACE0,140,168,227,215.0,59.0,71.0
Royal azure,#0038A8,2,59,171,220.0,100.0,33.0
Diamond,#B9F2FF,177,251,255,191.0,100.0,86.0
Coral Reef,#FD7C6E,254,121,107,6.0,97.0,71.0
Purple Plum,#9C51B6,157,83,183,285.0,41.0,52.0
Solid pink,#893843,129,55,68,352.0,42.0,38.0
Soap,#CEC8EF,213,198,235,249.0,55.0,86.0
Shocking pink,#FC0FC0,252,15,194,315.0,98.0,52.0
Air superiority blue,#72A0C1,114,160,193,205.0,39.0,60.0
Russet,#80461B,125,70,29,26.0,65.0,30.0
Pomp and Power,#86608E,130,100,147,290.0,19.0,47.0
Burnt umber,#8A3324,134,51,40,9.0,59.0,34.0
Medium sea green,#3CB371,61,184,112,147.0,50.0,47.0
UA red,#D9004C,218,0,74,339.0,100.0,43.0
Rose madder,#E32636,228,43,53,355.0,77.0,52.0
Air Force blue (RAF),#5D8AA8,91,138,164,204.0,30.0,51.0
Wild Strawberry,#FF43A4,248,69,165,329.0,100.0,63.0
French blue,#0072BB,0,123,190,203.0,100.0,37.0
Blue,#0000FF,0,1,255,240.0,100.0,50.0
UA red,#D9004C,217,0,71,339.0,100.0,43.0
Ruddy pink,#E18E96,230,146,154,354.0,58.0,72.0
Deep saffron,#FF9933,255,153,51,30.0,100.0,60.0
Gamboge,#E49B0F,234,154,22,39.0,88.0,48.0
Light cobalt blue,#88ACE0,137,171,226,215.0,59.0,71.0
Amaranth red,#D3212D,206,40,46,356.0,73.0,48.0
Onyx,#353839,55,52,65,195.0,4.0,22.0
Light coral,#F08080,241,127,130,0.0,79.0,72.0
Grape,#6F2DA8,115,47,167,272.0,58.0,42.0
Old gold,#CFB53B,213,181,49,49.0,61.0,52.0
Mint green,#98FF98,153,251,156,120.0,100.0,80.0
French mauve,#D473D4,205,114,212,300.0,53.0,64.0
Heliotrope gray,#AA98A9,170,150,172,303.0,10.0,63.0
Neon green,#39FF14,56,253,16,111.0,100.0,54.0
Red,#FF0000,250,1,4,0.0,100.0,50.0
Violet (web),#EE82EE,240,127,242,300.0,76.0,72.0
Acid green,#B0BF1A,176,190,22,65.0,76.0,43.0
Burnt orange,#CC5500,206,87,1,25.0,100.0,40.0
Toolbox,#746CC0,121,116,194,246.0,40.0,59.0
Jordy blue,#8AB9F1,134,184,241,213.0,79.0,74.0
Rufous,#A81C07,161,27,0,8.0,92.0,34.0
Castleton green,#00563F,0,86,65,164.0,100.0,17.0
Pastel gray,#CFCFC4,206,203,199,60.0,10.0,79.0
Mode beige,#967117,147,109,23,43.0,73.0,34.0
Green-yellow,#ADFF2F,180,250,46,84.0,100.0,59.0
Office green,#008000,0,128,1,120.0,100.0,25.0
Liberty,#545AA7,85,89,167,236.0,33.0,49.0
Smoke,#738276,118,128,116,132.0,6.0,48.0
Tuscany,#C09999,188,148,153,0.0,24.0,68.0
Office green,#008000,0,134,1,120.0,100.0,25.0
Coral pink,#F88379,245,130,120,5.0,90.0,72.0
Dark green (X11),#006400,2,96,5,120.0,100.0,20.0
Diamond,#B9F2FF,184,252,249,191.0,100.0,86.0
Myrtle green,#317873,47,120,114,176.0,42.0,33.0
Electric cyan,#00FFFF,0,244,255,180.0,100.0,50.0
Spanish crimson,#E51A4C,226,28,72,345.0,80.0,50.0
Tropical rain forest,#00755E,1,124,91,168.0,100.0,23.0
Ao (English),#008000,0,128,0,120.0,100.0,25.0
Fallow,#C19A6B,193,154,106,33.0,41.0,59.0
Maximum Green Yellow,#D9E650,214,230,82,65.0,75.0,61.0
Feldspar,#FDD5B1,255,217,176,28.0,95.0,84.0
Cyan (process),#00B7EB,0,182,231,193.0,100.0,46.0
Red (pigment),#ED1C24,238,26,32,358.0,85.0,52.0
Green-yellow,#ADFF2F,183,251,47,84.0,100.0,59.0
Bottle green,#006A4E,5,103,78,164.0,100.0,21.0
Pale blue,#AFEEEE,172,241,240,180.0,65.0,81.0
Skobeloff,#007474,3,111,108,180.0,100.0,23.0
Imperial,#602F6B,96,48,114,289.0,39.0,30.0
English green,#1B4D3E,32,77,63,162.0,48.0,20.0
Rose bonbon,#F9429E,248,67,164,330.0,94.0,62.0
Gray-asparagus,#465945,72,87,72,117.0,13.0,31.0
Turquoise Surf,#00C5CD,7,200,207,182.0,100.0,40.0
Dark blue-gray,#666699,99,102,153,240.0,20.0,50.0
Frostbite,#E936A7,228,60,158,322.0,80.0,56.0
Plump Purple,#5946B2,87,71,181,251.0,44.0,49.0
Rose vale,#AB4E52,175,80,80,357.0,37.0,49.0
Sizzling Sunrise,#FFDB00,251,215,7,52.0,100.0,50.0
Saddle brown,#8B4513,142,72,19,25.0,76.0,31.0
Blue-green,#0D98BA,16,152,190,192.0,87.0,39.0
Princess Perfume,#FF85CF,255,133,207,324.0,100.0,76.0
Light slate gray,#778899,119,138,150,210.0,14.0,53.0
Medium orchid,#BA55D3,189,82,209,288.0,59.0,58.0
Gainsboro,#DCDCDC,224,217,225,0.0,0.0,86.0
Raspberry glace,#915F6D,145,95,111,343.0,21.0,47.0
Tuscan red,#7C4848,126,69,72,0.0,27.0,38.0
Dark orange,#FF8C00,255,141,0,33.0,100.0,50.0
Air Force blue (USAF),#00308F,8,48,149,220.0,100.0,28.0
Very pale yellow,#FFFFBF,249,253,202,60.0,100.0,88.0
Ocean Green,#48BF91,72,194,143,157.0,48.0,52.0
Medium Tuscan red,#79443B,119,71,61,9.0,34.0,35.0
Royal yellow,#FADA5E,253,221,96,48.0,94.0,67.0
Ruby red,#9B111E,155,17,35,354.0,80.0,34.0
English green,#1B4D3E,31,79,61,162.0,48.0,20.0
Vivid sky blue,#00CCFF,4,201,255,192.0,100.0,50.0
Razzmic Berry,#8D4E85,141,74,134,308.0,29.0,43.0
Cinnamon[citation needed],#D2691E,210,109,33,25.0,75.0,47.0
Pearl Aqua,#88D8C0,135,217,191,162.0,51.0,69.0
Deep coffee,#704241,114,69,57,1.0,27.0,35.0
Dark orange,#FF8C00,252,134,2,33.0,100.0,50.0
Antique fuchsia,#915C83,142,94,129,316.0,22.0,46.0
Dark sea green,#8FBC8F,142,188,140,120.0,25.0,65.0
Army green,#4B5320,73,84,32,69.0,44.0,23.0
Russian violet,#32174D,50,20,76,270.0,54.0,20.0
Tango pink,#E4717A,228,109,128,355.0,68.0,67.0
Charcoal,#36454F,54,65,76,204.0,19.0,26.0
Pastel magenta,#F49AC2,245,157,197,333.0,80.0,78.0
Smalt (Dark powder blue),#003399,10,52,149,220.0,100.0,30.0
Acid green,#B0BF1A,176,194,20,65.0,76.0,43.0
Cyber grape,#58427C,92,70,124,263.0,31.0,37.0
Pink Sherbet,#F78FA7,250,153,168,346.0,87.0,76.0
Blue Bolt,#00B9FB,3,185,250,196.0,100.0,49.0
Payne's grey,#536878,85,108,117,206.0,18.0,40.0
Japanese carmine,#9D2933,160,49,55,355.0,59.0,39.0
Deep peach,#FFCBA4,255,200,162,26.0,100.0,82.0
Liberty,#545AA7,87,92,159,236.0,33.0,49.0
Pastel magenta,#F49AC2,241,157,191,333.0,80.0,78.0
Dark electric blue,#536878,80,115,118,206.0,18.0,40.0
Amaranth,#E52B50,227,50,77,348.0,78.0,53.0
Heart Gold,#808000,128,126,4,60.0,100.0,25.0
Light cyan,#E0FFFF,226,251,255,180.0,100.0,94.0
Saffron,#F4C430,248,196,49,45.0,90.0,57.0
Pale plum,#DDA0DD,225,162,218,300.0,47.0,75.0
Kobi,#E79FC4,235,166,199,329.0,60.0,76.0
Castleton green,#00563F,0,85,65,164.0,100.0,17.0
Vivid gamboge,#FF9900,253,153,0,36.0,100.0,50.0
Lime (color wheel),#BFFF00,191,255,0,75.0,100.0,50.0
Teal blue,#367588,50,115,139,194.0,43.0,37.0
Green-yellow,#ADFF2F,175,247,50,84.0,100.0,59.0
Pastel violet,#CB99C9,192,151,197,302.0,32.0,70.0
Bangladesh green,#006A4E,0,104,74,164.0,100.0,21.0
Mauvelous,#EF98AA,243,146,165,348.0,73.0,77.0
Cadet grey,#91A3B0,143,163,179,205.0,16.0,63.0
Dark orange,#FF8C00,255,139,0,33.0,100.0,50.0
Japanese violet,#5B3256,77,50,89,307.0,29.0,28.0
Cerise pink,#EC3B83,241,61,128,336.0,82.0,58.0
Blue-gray,#6699CC,103,149,204,210.0,50.0,60.0
Vegas gold,#C5B358,197,179,95,50.0,48.0,56.0
Vivid mulberry,#B80CE3,182,13,223,288.0,90.0,47.0
Forest green (web),#228B22,35,141,38,120.0,61.0,34.0
Dark electric blue,#536878,79,121,113,206.0,18.0,40.0
Golden yellow,#FFDF00,253,224,0,52.0,100.0,50.0
Cerise pink,#EC3B83,241,58,131,336.0,82.0,58.0
Old moss green,#867E36,134,128,56,54.0,43.0,37.0
Wageningen Green,#34B233,48,190,54,120.0,56.0,45.0
Air superiority blue,#72A0C1,114,155,197,205.0,39.0,60.0
Charcoal,#36454F,56,60,78,204.0,19.0,26.0
Palm Leaf,#6F9940,128,134,133,88.0,5.0,53.0
Slate gray,#708090,112,124,149,210.0,13.0,50.0
Purple mountain majesty,#9678B6,148,120,178,269.0,30.0,59.0
Pastel magenta,#F49AC2,246,159,188,333.0,80.0,78.0
Rosso corsa,#D40000,216,4,3,0.0,100.0,42.0
Bleu de France,#318CE7,56,143,229,210.0,79.0,55.0
Bright ube,#D19FE8,208,154,236,281.0,61.0,77.0
Ferrari Red,#FF2800,254,42,0,9.0,100.0,50.0
Space cadet,#1D2951,33,44,78,226.0,47.0,22.0
Light cobalt blue,#88ACE0,138,167,230,215.0,59.0,71.0
Neon green,#39FF14,57,255,18,111.0,100.0,54.0
Electric blue,#7DF9FF,126,252,255,183.0,100.0,75.0
Deep carmine,#A9203E,165,33,66,347.0,68.0,39.0
Avocado,#568203,89,127,6,81.0,95.0,26.0
Aero blue,#C9FFE5,198,255,233,151.0,100.0,89.0
Green (Pantone),#00AD43,0,170,72,143.0,100.0,34.0
French pink,#FD6C9E,253,106,152,339.0,97.0,71.0
English violet,#563C5C,85,55,96,289.0,21.0,30.0
White smoke,#F5F5F5,241,241,250,0.0,0.0,96.0
Pink lace,#FFDDF4,255,222,249,319.0,100.0,93.0
Pineapple,#563C5C,85,64,16,289.0,74.0,19.0
Maximum Blue,#47ABCC,70,165,209,195.0,57.0,54.0
Lavender magenta,#EE82EE,233,130,237,300.0,76.0,72.0
Fresh Air,#A6E7FF,154,229,251,196.0,100.0,83.0
Dark yellow,#9B870C,155,135,12,52.0,86.0,33.0
Razzle dazzle rose,#FF33CC,251,57,198,315.0,100.0,60.0
Cadmium green,#006B3C,0,109,62,154.0,100.0,21.0
Granite Gray,#676767,98,101,104,0.0,0.0,40.0
Dark orange,#FF8C00,253,144,0,33.0,100.0,50.0
Blue-green,#0D98BA,19,158,188,192.0,87.0,39.0
Red (Pantone),#ED2939,236,44,61,355.0,84.0,55.0
Toolbox,#746CC0,123,113,199,246.0,40.0,59.0
Navy purple,#9457EB,148,84,236,265.0,79.0,63.0
MSU Green,#18453B,23,66,61,167.0,48.0,18.0
Aero blue,#C9FFE5,195,253,232,151.0,100.0,89.0
Strawberry,#FC5A8D,255,91,140,341.0,96.0,67.0
Cornflower blue,#6495ED,97,152,237,219.0,79.0,66.0
Deep pink,#FF1493,250,16,146,328.0,100.0,54.0
Mardi Gras,#880085,130,0,126,301.0,100.0,27.0
Roast coffee,#704241,105,63,64,1.0,27.0,35.0
Golden yellow,#FFDF00,255,222,1,52.0,100.0,50.0
Tangelo,#F94D00,250,81,1,19.0,100.0,49.0
Golden yellow,#FFDF00,250,225,0,52.0,100.0,50.0
Sasquatch Socks,#FF4681,255,63,135,341.0,100.0,64.0
Blueberry,#4F86F7,83,137,246,220.0,91.0,64.0
Old silver,#848482,136,134,121,60.0,1.0,51.0
Teal blue,#367588,60,124,139,194.0,43.0,37.0
Medium sea green,#3CB371,55,181,116,147.0,50.0,47.0
Antique fuchsia,#915C83,142,92,131,316.0,22.0,46.0
Rose bonbon,#F9429E,250,70,168,330.0,94.0,62.0
Green (Pantone),#00AD43,2,174,75,143.0,100.0,34.0
Red (RYB),#FE2712,251,34,20,5.0,99.0,53.0
Chocolate (web),#D2691E,206,107,27,25.0,75.0,47.0
Brink pink,#FB607F,249,97,126,348.0,95.0,68.0
Purple Plum,#9C51B6,156,81,185,285.0,41.0,52.0
Pale red-violet,#DB7093,227,111,143,340.0,60.0,65.0
Eggshell,#F0EAD6,243,228,215,46.0,46.0,89.0
Patriarch,#800080,125,0,130,300.0,100.0,25.0
Persian rose,#FE28A2,255,45,158,326.0,99.0,58.0
Golden yellow,#FFDF00,255,224,3,52.0,100.0,50.0
Azure (web color),#F0FFFF,238,254,248,180.0,100.0,97.0
Dark tan,#918151,147,128,77,45.0,28.0,44.0
Avocado,#568203,87,128,0,81.0,95.0,26.0
Beaver,#9F8170,159,117,106,22.0,20.0,53.0
Lavender magenta,#EE82EE,241,131,238,300.0,76.0,72.0
Café noir,#4B3621,72,51,36,30.0,39.0,21.0
Azure (web color),#F0FFFF,241,255,253,180.0,100.0,97.0
Chlorophyll green,#4AFF00,73,255,0,103.0,100.0,50.0
Azure,#007FFF,0,117,255,210.0,100.0,50.0
Han purple,#5218FA,82,18,244,255.0,96.0,54.0
Terra cotta,#E2725B,234,115,90,10.0,70.0,62.0
Crimson glory,#BE0032,194,2,51,344.0,100.0,37.0
Soap,#CEC8EF,212,197,233,249.0,55.0,86.0
Verdigris,#43B3AE,69,173,171,177.0,46.0,48.0
Halayà úbe,#663854,102,56,74,323.0,29.0,31.0
Orange (color wheel),#FF7F00,255,129,8,30.0,100.0,50.0
Navy purple,#9457EB,152,88,233,265.0,79.0,63.0
Ube,#8878C3,132,116,195,253.0,39.0,62.0
Air Force blue (RAF),#5D8AA8,88,142,174,204.0,30.0,51.0
Pink lace,#FFDDF4,255,218,249,319.0,100.0,93.0
Red,#FF0000,252,0,0,0.0,100.0,50.0
Medium sky blue,#80DAEB,124,219,231,190.0,73.0,71.0
Vivid lime green,#A6D608,167,213,4,74.0,93.0,44.0
Razzmic Berry,#8D4E85,146,71,132,308.0,29.0,43.0
Purple (X11),#A020F0,154,39,242,277.0,87.0,53.0
Golden poppy,#FCC200,252,192,4,46.0,100.0,49.0
Old heliotrope,#563C5C,90,58,90,289.0,21.0,30.0
Baby blue eyes,#A1CAF1,164,200,240,209.0,74.0,79.0
UA red,#D9004C,214,0,75,339.0,100.0,43.0
Sand dune,#967117,148,119,29,43.0,73.0,34.0
UA blue,#0033AA,0,51,169,222.0,100.0,33.0
Deep pink,#FF1493,248,14,139,328.0,100.0,54.0
Cinnamon[citation needed],#D2691E,214,109,30,25.0,75.0,47.0
Mindaro,#E3F988,224,246,142,72.0,90.0,75.0
Red (pigment),#ED1C24,243,23,37,358.0,85.0,52.0
Illuminating Emerald,#319177,42,144,130,164.0,49.0,38.0
Licorice,#1A1110,26,16,13,6.0,24.0,8.0
Teal blue,#367588,59,128,142,194.0,43.0,37.0
Heart Gold,#808000,132,132,0,60.0,100.0,25.0
Spanish bistre,#807532,124,116,46,52.0,44.0,35.0
Blue Bolt,#00B9FB,0,184,255,196.0,100.0,49.0
Purple Plum,#9C51B6,149,80,183,285.0,41.0,52.0
Peru,#CD853F,205,135,63,30.0,59.0,53.0
Magenta (dye),#CA1F7B,203,31,121,328.0,73.0,46.0
Carnelian,#B31B1B,182,27,27,0.0,74.0,40.0
Light French beige,#C8AD7F,194,169,126,38.0,40.0,64.0
Mint,#3EB489,59,184,133,158.0,49.0,47.0
Light Thulian pink,#E68FAC,228,146,172,340.0,64.0,73.0
Tangerine,#F28500,239,134,5,33.0,100.0,47.0
Picton blue,#45B1E8,68,175,231,200.0,78.0,59.0
La Salle Green,#087830,6,116,52,141.0,88.0,25.0
Raspberry rose,#B3446C,182,65,113,338.0,45.0,48.0
Dark goldenrod,#B8860B,180,134,12,43.0,89.0,38.0
Dark imperial blue,#00147E,8,23,120,183.0,100.0,25.0
Rose Dust,#9E5E6F,155,89,115,344.0,25.0,49.0
Mint,#3EB489,70,173,139,158.0,49.0,47.0
Brown Yellow,#cc9966,203,152,97,30.0,50.0,60.0
Lime (web) (X11 green),#00FF00,0,252,4,120.0,100.0,50.0
Lavender indigo,#9457EB,150,91,235,265.0,79.0,63.0
Wild blue yonder,#A2ADD0,156,175,201,226.0,33.0,73.0
Interdimensional Blue,#360CCC,56,6,199,253.0,89.0,42.0
Amaranth deep purple,#9F2B68,160,40,105,328.0,57.0,40.0
Cerulean blue,#2A52BE,30,83,190,224.0,64.0,45.0
Vivid vermilion,#E56024,232,93,32,19.0,79.0,52.0
Dark pastel red,#C23B22,204,63,28,9.0,70.0,45.0
Maximum Green,#5E8C31,98,134,42,90.0,48.0,37.0
Eton blue,#96C8A2,151,197,159,134.0,31.0,69.0
Raspberry,#E30B5D,231,15,92,337.0,91.0,47.0
Spanish violet,#4C2882,74,36,130,264.0,53.0,33.0
Guppie green,#00FF7F,0,254,126,150.0,100.0,50.0
Italian sky blue,#B2FFFF,183,253,253,180.0,100.0,85.0
Catalina blue,#062A78,8,42,121,221.0,90.0,25.0
Harlequin green,#46CB18,70,203,27,105.0,79.0,45.0
Liver (organ),#6C2E1F,109,43,31,12.0,55.0,27.0
Grape,#6F2DA8,110,43,169,272.0,58.0,42.0
Mexican pink,#E4007C,233,0,120,327.0,100.0,45.0
Titanium yellow,#EEE600,238,229,4,58.0,100.0,47.0
Light coral,#F08080,238,130,130,0.0,79.0,72.0
Meat brown,#E5B73B,230,177,66,44.0,77.0,56.0
Lemon meringue,#F6EABE,239,233,187,47.0,76.0,85.0
Sunglow,#FFCC33,253,207,50,45.0,100.0,60.0
Aero,#7CB9E8,126,183,236,206.0,70.0,70.0
Ocean Blue,#4F42B5,82,68,182,247.0,47.0,48.0
Gamboge,#E49B0F,236,154,11,39.0,88.0,48.0
Middle Green,#4D8C57,78,138,85,130.0,29.0,43.0
Wine,#722F37,116,49,56,353.0,42.0,32.0
Cosmic Cobalt,#2E2D88,45,52,144,241.0,50.0,36.0
Red (pigment),#ED1C24,235,23,39,358.0,85.0,52.0
Palatinate purple,#682860,103,49,94,308.0,44.0,28.0
Brilliant lavender,#F4BBFF,244,188,254,290.0,100.0,87.0
Amaranth red,#D3212D,197,33,43,356.0,73.0,48.0
Navajo white,#FFDEAD,255,222,173,36.0,100.0,84.0
Blast-off bronze,#A57164,166,118,107,12.0,27.0,52.0
Rebecca Purple,#663399,108,54,153,270.0,49.0,40.0
Cultured,#F5F5F5,247,247,248,0.0,0.0,96.0
Rich black,#004040,0,56,64,180.0,100.0,13.0
Turquoise Surf,#00C5CD,2,199,193,182.0,100.0,40.0
Red (pigment),#ED1C24,235,29,46,358.0,85.0,52.0
Light Thulian pink,#E68FAC,233,144,172,340.0,64.0,73.0
Dark slate blue,#483D8B,72,61,139,248.0,39.0,39.0
Chinese red,#AA381E,169,54,26,11.0,70.0,39.0
Pineapple,#563C5C,85,62,19,289.0,74.0,19.0
Pale goldenrod,#EEE8AA,245,231,177,55.0,67.0,80.0
Lavender magenta,#EE82EE,238,128,238,300.0,76.0,72.0
Hansa yellow,#E9D66B,233,214,103,51.0,74.0,67.0
Dark imperial blue,#00147E,3,27,124,183.0,100.0,25.0
Frostbite,#E936A7,232,57,167,322.0,80.0,56.0
Bright ube,#D19FE8,210,157,237,281.0,61.0,77.0
Orange (web),#FFA500,255,164,0,39.0,100.0,50.0
Palatinate purple,#682860,104,38,95,308.0,44.0,28.0
Urobilin,#E1AD21,234,175,42,44.0,76.0,51.0
Shamrock green,#009E60,4,155,92,156.0,100.0,31.0
Brilliant rose,#FF55A3,254,86,163,332.0,100.0,67.0
Raspberry rose,#B3446C,179,68,111,338.0,45.0,48.0
Mauve,#E0B0FF,225,180,251,276.0,100.0,85.0
Desire,#EA3C53,238,61,83,352.0,81.0,58.0
Mint green,#98FF98,152,254,147,120.0,100.0,80.0
Neon fuchsia,#FE4164,253,69,102,349.0,99.0,63.0
Blue Bolt,#00B9FB,3,185,245,196.0,100.0,49.0
June bud,#BDDA57,189,216,88,73.0,64.0,60.0
Red-brown,#A52A2A,168,43,45,0.0,59.0,41.0
Coffee,#6F4E37,113,78,51,25.0,34.0,33.0
Safety yellow,#EED202,239,205,2,53.0,98.0,47.0
Amaranth deep purple,#9F2B68,166,39,97,328.0,57.0,40.0
Mint cream,#F5FFFA,244,255,254,150.0,100.0,98.0
Electric lime,#CCFF00,204,253,3,72.0,100.0,50.0
Neon fuchsia,#FE4164,245,70,99,349.0,99.0,63.0
Dark slate blue,#483D8B,75,60,135,248.0,39.0,39.0
Sand dune,#967117,155,123,26,43.0,73.0,34.0
